unid,var,nameADR,qdtADR,ccodeADR,classADR,labelADR,pgADR,lqADR,sprovADR,eqADR,piADR,mixpADR,ppADR,tiADR,adrtADR,tpADR,adrtpADR,tankvADR,tcatADR,pprovADR,bprovADR,lprovADR,oprovADR,hinADR
1332,,METALDEHYDE,,F1,4.1,4.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
1333,,CERIUM,"slabs, ingots or rods",F3,4.1,4.1,II,1 kg,,E2,P002 IBC08,MP11,B4,,,,,,2 (E),V11,,,,
1334,a,"NAPHTHALENE, CRUDE",,F1,4.1,4.1,III,5 kg,501,E1,P002 IBC08 LP02 R001,MP10,B3,T1 BK1 BK2 BK3,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP1,,,40
1334,b,"NAPHTHALENE, REFINED",,F1,4.1,4.1,III,5 kg,501,E1,P002 IBC08 LP02 R001,MP10,B3,T1 BK1 BK2 BK3,SGAV,TP33,,AT,3 (E),,VC1 VC2 AP1,,,40
1336,a,"NITROGUANIDINE, WETTED","with not less than 20% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1336,b,"PICRITE, WETTED","with not less than 20% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1337,,"NITROSTARCH, WETTED","with not less than 20% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1338,,"PHOSPHORUS, AMORPHOUS",,F3,4.1,4.1,III,5 kg,,E1,P410 IBC08 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
1339,,PHOSPHORUS HEPTASULPHIDE,free from yellow and white phosphorus,F3,4.1,4.1,II,1 kg,602,E2,P410 IBC04,MP11,,T3,SGAN,TP33,,AT,2 (E),,,,,40
1340,,PHOSPHORUS PENTASULPHIDE,free from yellow and white phosphorus,WF2,4.3,4.3+4.1,II,500 g,602,E2,P410 IBC04,MP14,,T3,SGAN,TP33,,AT,0 (D/E),V1,,CV23,,423
1341,,PHOSPHORUS SESQUISULPHIDE,free from yellow and white phosphorus,F3,4.1,4.1,II,1 kg,602,E2,P410 IBC04,MP11,,T3,SGAN,TP33,,AT,2 (E),,,,,40
1343,,PHOSPHORUS TRISULPHIDE,free from yellow and white phosphorus,F3,4.1,4.1,II,1 kg,602,E2,P410 IBC04,MP11,,T3,SGAN,TP33,,AT,2 (E),,,,,40
1344,a,"TRINITROPHENOL, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,PP26,,,,,,1 (B),,,,S14,
1344,b,"PICRIC ACID, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,PP26,,,,,,1 (B),,,,S14,
1345,a,RUBBER SCRAP,"powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%",F1,4.1,4.1,II,1 kg,,E2,P002 IBC08,MP11,B4,T3,SGAN,TP33,,AT,4 (E),V11,,,,40
1345,b,RUBBER SHODDY,"powdered or granulated, not exceeding 840 microns and rubber content exceeding 45%",F1,4.1,4.1,II,1 kg,,E2,P002 IBC08,MP11,B4,T3,SGAN,TP33,,AT,4 (E),V11,,,,40
1346,,"SILICON POWDER, AMORPHOUS",,F3,4.1,4.1,III,5 kg,32,E1,P002 IBC08 LP02 R001,MP11,B3,T1,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
1347,,"SILVER PICRATE, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,PP25 PP26,,,,,,1 (B),,,,S14,
1348,,"SODIUM DINITRO-o-CRESOLATE, WETTED","with not less than 15% water, by mass",DT,4.1,4.1+6.1,I,0,,E0,P406,MP2,PP26,,,,,,1 (B),,,CV28,S14,
1349,,"SODIUM PICRAMATE, WETTED","with not less than 20% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,PP26,,,,,,1 (B),,,,S14,
1350,,SULPHUR,,F3,4.1,4.1,III,5 kg,242,E1,P002 IBC08 LP02 R001,MP11,B3,T1 BK1 BK2 BK3,SGAV,TP33,,AT,3 (E),,VC1 VC2,,,40
1352,,"TITANIUM POWDER, WETTED",with not less than 25% water,F3,4.1,4.1,II,1 kg,586,E2,P410 IBC06,MP11,PP40,T3,SGAN,TP33,,AT,2 (E),V11,,,,40
1353,a,"FIBRES IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N.O.S.",,F1,4.1,4.1,III,5 kg,502,E1,P410 IBC08 R001,MP11,B3,,,,,,3 (E),,,,,
1353,b,"FABRICS IMPREGNATED WITH WEAKLY NITRATED NITROCELLULOSE, N.O.S.",,F1,4.1,4.1,III,5 kg,502,E1,P410 IBC08 R001,MP11,B3,,,,,,3 (E),,,,,
1354,,"TRINITROBENZENE, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1355,,"TRINITROBENZOIC ACID, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1356,a,"TRINITROTOLUENE, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1356,b,"TNT, WETTED","with not less than 30% water, by mass",D,4.1,4.1,I,0,,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1357,,"UREA NITRATE, WETTED","with not less than 20% water, by mass",D,4.1,4.1,I,0,227,E0,P406,MP2,,,,,,,1 (B),,,,S14,
1358,,"ZIRCONIUM POWDER, WETTED",with not less than 25% water,F3,4.1,4.1,II,1 kg,586,E2,P410 IBC06,MP11,PP40,T3,SGAN,TP33,,AT,2 (E),V11,,,,40
1360,,CALCIUM PHOSPHIDE,,WT2,4.3,4.3+6.1,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23 CV28,S20,
1361,a,CARBON,animal or vegetable origin,S2,4.2,4.2,II,0,,E0,P002 IBC06,MP14,PP12,T3,SGAN,TP33,TU11,AT,2 (D/E),V1 V13,,,,40
1361,b,CARBON,animal or vegetable origin,S2,4.2,4.2,III,0,665,E0,P002 IBC08 LP02 R001,MP14,PP12 B3,T1,SGAV,TP33,,AT,4 (E),V1 V13,VC1 VC2 AP1,,,40
1362,,"CARBON, ACTIVATED",,S2,4.2,4.2,III,0,646,E1,P002 IBC08 LP02 R001,MP14,PP11 B3,T1,SGAV,TP33,,AT,4 (E),V1,VC1 VC2 AP1,,,40
1363,,COPRA,,S2,4.2,4.2,III,0,,E0,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1364,,"COTTON WASTE, OILY",,S2,4.2,4.2,III,0,,E0,P003 IBC08 LP02 R001,MP14,PP19 B3 B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1365,,"COTTON, WET",,S2,4.2,4.2,III,0,,E0,P003 IBC08 LP02 R001,MP14,PP19 B3 B6,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1369,,p-NITROSODIMETHYLANILINE,,S2,4.2,4.2,II,0,,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1372,a,"Fibres, animal","burnt, wet or damp",S2,4.2,,,,,,,,,,Not subject to ADR,,,,,,,,,
1372,b,"Fibres, vegetable","burnt, wet or damp",S2,4.2,,,,,,,,,,Not subject to ADR,,,,,,,,,
1373,a,"FIBRES, ANIMAL, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1373,b,"FIBRES, VEGETABLE, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1373,c,"FIBRES, SYNTHETIC, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1373,d,"FABRICS, ANIMAL, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1373,e,"FABRICS, VEGETABLE, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1373,f,"FABRICS, SYNTHETIC, N.O.S.",with oil,S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,T1,,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1374,a,"FISH MEAL, UNSTABILIZED",,S2,4.2,4.2,II,0,300,E2,P410 IBC08,MP14,B4,T3,,TP33,,AT,2 (D/E),V1,,,,40
1374,b,"FISH SCRAP, UNSTABILIZED",,S2,4.2,4.2,II,0,300,E2,P410 IBC08,MP14,B4,T3,,TP33,,AT,2 (D/E),V1,,,,40
1374,c,"FISH MEAL, UNSTABILIZED",,,4.2,,,,,,,,,,(only listed as pg II),,,,,,,,,
1374,d,"FISH SCRAP, UNSTABILIZED",,,4.2,,,,,,,,,,(only listed as pg II),,,,,,,,,
1376,a,"IRON OXIDE, SPENT",obtained from coal gas purification,S4,4.2,4.2,III,0,592,E0,P002 IBC08 LP02 R001,MP14,B3,T1 BK2,SGAV,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1376,b,"IRON SPONGE, SPENT",obtained from coal gas purification,S4,4.2,4.2,III,0,592,E0,P002 IBC08 LP02 R001,MP14,B3,T1 BK2,SGAV,TP33,,AT,3 (E),V1,VC1 VC2 AP1,,,40
1378,,"METAL CATALYST, WETTED",with a visible excess of liquid,S4,4.2,4.2,II,0,274,E0,P410 IBC01,MP14,PP39,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1379,,"PAPER, UNSATURATED OIL TREATED",incompletely dried (including carbon paper),S2,4.2,4.2,III,0,,E0,P410 IBC08 R001,MP14,B3,,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1380,,PENTABORANE,,ST3,4.2,4.2+6.1,I,0,,E0,P601,MP2,,,L21DH,,TU14 TC1 TE21 TM1,AT,0 (B/E),V1,,CV28,S20,333
1381,a,"PHOSPHORUS, WHITE, DRY",,ST4,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1381,b,"PHOSPHORUS, WHITE, UNDER WATER",,ST3,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1381,c,"PHOSPHORUS, WHITE, IN SOLUTION",,ST3,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1381,d,"PHOSPHORUS, YELLOW, DRY",,ST4,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1381,e,"PHOSPHORUS, YELLOW, UNDER WATER",,ST3,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1381,f,"PHOSPHORUS, YELLOW, IN SOLUTION",,ST3,4.2,4.2+6.1,I,0,503,E0,P405,MP2,,T9,L10DH(+),TP3 TP31,TU14 TU16 TU21 TE3 TE21,AT,0 (B/E),V1,,CV28,S20,46
1382,a,"POTASSIUM SULPHIDE, ANHYDROUS",,S4,4.2,4.2,II,0,504,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1382,b,POTASSIUM SULPHIDE,with less than 30% water of crystallization,S4,4.2,4.2,II,0,504,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1383,a,"PYROPHORIC METAL, N.O.S.",,S4,4.2,4.2,I,0,274,E0,P404,MP13,,T21,,TP7 TP33,,AT,0 (B/E),V1,,,S20,43
1383,b,"PYROPHORIC ALLOY, N.O.S.",,S4,4.2,4.2,I,0,274,E0,P404,MP13,,T21,,TP7 TP33,,AT,0 (B/E),V1,,,S20,43
1384,a,SODIUM DITHIONITE,,S4,4.2,4.2,II,0,,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1384,b,SODIUM HYDROSULPHITE,,S4,4.2,4.2,II,0,,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1385,a,"SODIUM SULPHIDE, ANHYDROUS",,S4,4.2,4.2,II,0,504,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1385,b,SODIUM SULPHIDE,with less than 30% water of crystallization,S4,4.2,4.2,II,0,504,E2,P410 IBC06,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,40
1386,a,SEED CAKE,with more than 1.5% oil and not more than 11% moisture,S2,4.2,4.2,III,0,,E0,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1386,b,SEED CAKE,with more than 1.5% oil and not more than 11% moisture,S2,4.2,4.2,III,0,,E0,P003 IBC08 LP02 R001,MP14,PP20 B3 B6,BK2,,,,,3 (E),V1,VC1 VC2 AP1,,,40
1387,,"Wool waste, wet",,S2,4.2,,,,,,,,,,Not subject to ADR,,,,,,,,,
1389,,"ALKALI METAL AMALGAM, LIQUID",,W1,4.3,4.3,I,0,182,E0,P402,MP2,RR8,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1390,,ALKALI METAL AMIDES,,W2,4.3,4.3,II,500 g,182 505,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,0 (D/E),V1,,CV23,,423
1391,a,ALKALI METAL DISPERSION,,W1,4.3,4.3,I,0,182 183 506,E0,P402,MP2,RR8,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1391,b,ALKALINE EARTH METAL DISPERSION,,W1,4.3,4.3,I,0,182 183 506,E0,P402,MP2,RR8,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1392,,"ALKALINE EARTH METAL AMALGAM, LIQUID",,W1,4.3,4.3,I,0,183 506,E0,P402,MP2,,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1393,,"ALKALINE EARTH METAL ALLOY, N.O.S.",,W2,4.3,4.3,II,500 g,183 506,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1394,,ALUMINIUM CARBIDE,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
1395,,ALUMINIUM FERROSILICON POWDER,,WT2,4.3,4.3+6.1,II,500 g,,E2,P410 IBC05,MP14,PP40,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23 CV28,,462
1396,a,"ALUMINIUM POWDER, UNCOATED",,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,PP40,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1396,b,"ALUMINIUM POWDER, UNCOATED",,W2,4.3,4.3,III,1 kg,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1397,,ALUMINIUM PHOSPHIDE,,WT2,4.3,4.3+6.1,I,0,507,E0,P403,MP2,,,,,,,1 (E),V1,,CV23 CV28,S20,
1398,,"ALUMINIUM SILICON POWDER, UNCOATED",,W2,4.3,4.3,III,1 kg,37,E1,P410 IBC08 R001,MP14,B4,T1 BK2,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1400,,BARIUM,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1401,,CALCIUM,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1402,a,CALCIUM CARBIDE,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,T9,S2.65AN(+),TP7 TP33,TU4 TU22 TM2 TA5,AT,1 (B/E),V1,,CV23,S20,X423
1402,b,CALCIUM CARBIDE,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
1403,,CALCIUM CYANAMIDE,with more than 0.1% calcium carbide,W2,4.3,4.3,III,1 kg,38,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,0 (E),V1,,CV23,,423
1404,,CALCIUM HYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1405,a,CALCIUM SILICIDE,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
1405,b,CALCIUM SILICIDE,,W2,4.3,4.3,III,1 kg,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
1407,,CAESIUM,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,,L10CH(+),,TU2 TU14 TE5 TE21 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X423
1408,,FERROSILICON,with 30% or more but less than 90% silicon,WT2,4.3,4.3+6.1,III,1 kg,39,E1,P003 IBC08 R001,MP14,PP20 B4 B6,T1 BK2,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23 CV28,,462
1409,a,"METAL HYDRIDES, WATER-REACTIVE, N.O.S.",,W2,4.3,4.3,I,0,274 508,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1409,b,"METAL HYDRIDES, WATER-REACTIVE, N.O.S.",,W2,4.3,4.3,II,500 g,274 508,E2,P410 IBC04,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1410,,LITHIUM ALUMINIUM HYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1411,,"LITHIUM ALUMINIUM HYDRIDE, ETHEREAL",,WF1,4.3,4.3+3,I,0,,E0,P402,MP2,RR8,,,,,,1 (E),V1,,CV23,S2 S20,
1413,,LITHIUM BOROHYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1414,,LITHIUM HYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1415,,LITHIUM,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,T9,L10BN(+),TP7 TP33,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X423
1417,,LITHIUM SILICON,,W2,4.3,4.3,II,500 g,,E2,P410 IBC07,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1418,a,MAGNESIUM POWDER,,WS,4.3,4.3+4.2,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1418,b,MAGNESIUM ALLOYS POWDER,,WS,4.3,4.3+4.2,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1418,c,MAGNESIUM POWDER,,WS,4.3,4.3+4.2,II,0,,E2,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1418,d,MAGNESIUM ALLOYS POWDER,,WS,4.3,4.3+4.2,II,0,,E2,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1418,e,MAGNESIUM POWDER,,WS,4.3,4.3+4.2,III,0,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1418,f,MAGNESIUM ALLOYS POWDER,,WS,4.3,4.3+4.2,III,0,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1419,,MAGNESIUM ALUMINIUM PHOSPHIDE,,WT2,4.3,4.3+6.1,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23 CV28,S20,
1420,,"POTASSIUM METAL ALLOYS, LIQUID",,W1,4.3,4.3,I,0,,E0,P402,MP2,,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1421,,"ALKALI METAL ALLOY, LIQUID, N.O.S.",,W1,4.3,4.3,I,0,182,E0,P402,MP2,RR8,,L10BN(+),,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1422,,"POTASSIUM SODIUM ALLOYS, LIQUID",,W1,4.3,4.3,I,0,,E0,P402,MP2,,T9,L10BN(+),TP3 TP7 TP31,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X323
1423,,RUBIDIUM,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,,L10CH(+),,TU2 TU14 TE5 TE21 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X423
1426,,SODIUM BOROHYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1427,,SODIUM HYDRIDE,,W2,4.3,4.3,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1428,,SODIUM,,W2,4.3,4.3,I,0,,E0,P403 IBC04,MP2,,T9,L10BN(+),TP7 TP33,TU1 TE5 TT3 TM2,AT,1 (B/E),V1,,CV23,S20,X423
1431,,SODIUM METHYLATE,,SC4,4.2,4.2+8,II,0,,E2,P410 IBC05,MP14,,T3,SGAN,TP33,,AT,2 (D/E),V1,,,,48
1432,,SODIUM PHOSPHIDE,,WT2,4.3,4.3+6.1,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23 CV28,S20,
1433,,STANNIC PHOSPHIDES,,WT2,4.3,4.3+6.1,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23 CV28,S20,
1435,,ZINC ASHES,,W2,4.3,4.3,III,1 kg,,E1,P002 IBC08 R001,MP14,B4,T1 BK2,SGAN,TP33,,AT,3 (E),V1,VC1 VC2 AP3 AP4 AP5,CV23,,423
1436,a,ZINC POWDER,,WS,4.3,4.3+4.2,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1436,b,ZINC DUST,,WS,4.3,4.3+4.2,I,0,,E0,P403,MP2,,,,,,,1 (E),V1,,CV23,S20,
1436,c,ZINC POWDER,,WS,4.3,4.3+4.2,II,0,,E2,P410 IBC07,MP14,PP40,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1436,d,ZINC DUST,,WS,4.3,4.3+4.2,II,0,,E2,P410 IBC07,MP14,PP40,T3,SGAN,TP33,,AT,2 (D/E),V1,,CV23,,423
1436,e,ZINC POWDER,,WS,4.3,4.3+4.2,III,0,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1436,f,ZINC DUST,,WS,4.3,4.3+4.2,III,0,,E1,P410 IBC08 R001,MP14,B4,T1,SGAN,TP33,,AT,3 (E),V1,VC2 AP4 AP5,CV23,,423
1437,,ZIRCONIUM HYDRIDE,,F3,4.1,4.1,II,1 kg,,E2,P410 IBC04,MP11,PP40,T3,SGAN,TP33,,AT,2 (E),,,,,40
1438,,ALUMINIUM NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1 BK1 BK2,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
1439,,AMMONIUM DICHROMATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
1442,,AMMONIUM PERCHLORATE,,O2,5.1,5.1,II,1 kg,152,E2,P002 IBC06,MP2,,T3,,TP33,,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,S23,50
1444,,AMMONIUM PERSULPHATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
1445,,"BARIUM CHLORATE, SOLID",,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
1446,,BARIUM NITRATE,,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
1447,,"BARIUM PERCHLORATE, SOLID",,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,S23,56
1448,,BARIUM PERMANGANATE,,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
1449,,BARIUM PEROXIDE,,OT2,5.1,5.1+6.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24 CV28,,56
1450,,"BROMATES, INORGANIC, N.O.S.",,O2,5.1,5.1,II,1 kg,274 350,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
1451,,CAESIUM NITRATE,,O2,5.1,5.1,III,5 kg,,E1,P002 IBC08 LP02 R001,MP10,B3,T1,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
1452,,CALCIUM CHLORATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,,50
1453,,CALCIUM CHLORITE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC08,MP2,B4,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
1454,,CALCIUM NITRATE,,O2,5.1,5.1,III,5 kg,208,E1,P002 IBC08 LP02 R001,MP10,B3,T1 BK1 BK2 BK3,SGAV,TP33,TU3,AT,3 (E),,VC1 VC2 AP6 AP7,CV24,,50
1455,,CALCIUM PERCHLORATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAV,TP33,TU3,AT,2 (E),V11,VC1 VC2 AP6 AP7,CV24,S23,50
1456,,CALCIUM PERMANGANATE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
1457,,CALCIUM PEROXIDE,,O2,5.1,5.1,II,1 kg,,E2,P002 IBC06,MP2,,T3,SGAN,TP33,TU3,AT,2 (E),V11,,CV24,,50
